project_name,date,edition,score,comment,category,year,month,scoreType
Система Образование,2025-09-12 08:51:45,Образование ВИП,10,10,Другое,2025,9,promoter
Система Охрана труда,2025-09-12 08:55:47,Охрана труда ВИП ,10,все очень удобно и понятно,Платформа/Удобство,2025,9,promoter
Система Госфинансы,2025-09-12 08:56:07,Госфинансы ВИП ,10,удобство и оперативность получения консультации,Другое,2025,9,promoter
Система Главбух,2025-09-12 09:05:20,БСС упр,10,Очень удобная система для работы бухгалтеров,Платформа/Удобство,2025,9,promoter
Система Юрист,2025-09-12 09:12:38,ЮСС,10,"Все по делу, коротко, ясно, четко, актуально.",Актуальность,2025,9,promoter
Система Главбух,2025-09-12 09:15:27,БСС ВИП,8,"Очень слабые он-лайн консультации. Такое впечатление, что просто отписываются даже не вникая суть заданного вопроса. В остальном сервис отличный.",Сервис,2025,9,neutral
Система Главбух,2025-09-12 09:19:13,БСС Плюс,10,Супер система!,Общее удовлетворение,2025,9,promoter
Система Госфинансы,2025-09-12 09:20:42,Госфинансы ВИП ,10,"Очень хорошая помощь, рекомендую.",Поддержка/Эксперты,2025,9,promoter
Система Главбух,2025-09-12 09:25:56,БСС Плюс,10,ОЧЕНЬ УДОБНАЯ И КРУТАЯ СИСТЕМА,Платформа/Удобство,2025,9,promoter
Казахстан Система Госзакупки,2025-08-28 08:42:49,КЗ Госзакупки ВИП,10,Отлично,Общее удовлетворение,2025,8,promoter
Система Методист детского сада,2025-09-12 09:41:38,Методист ,10,удобное,Платформа/Удобство,2025,9,promoter
Система Главбух,2025-09-12 09:48:48,БСС ВИП,8,"Система хорошая, пользуемся много лет. Но очень угнетает активная рекламная компания, постоянные звонки менеджеров, которые результата не дают, а только увеличивается негативное отношение.",Звонки/спам,2025,9,neutral
Система Главбух,2025-09-12 09:52:13,БСС Плюс,10,надежно и понятно,Другое,2025,9,promoter
Узбекистан Система Кадры,2025-08-28 08:21:02,УЗ Кадры,10,мне нравится,Общее удовлетворение,2025,8,promoter
Казахстан Система Образование,2025-08-28 08:03:56,КЗ Образование ВИП,9,"Система предоставляет доступ к актуальной информации по организации учебно-воспитательного процесса в колледже. Учтены все направления деятельности колледжа. Простая в работе, много полезной информации.",Актуальность,2025,8,promoter
Казахстан Система Госзакупки,2025-08-28 08:03:27,КЗ Госзакупки заказчик,10,своевременная и полная открытость вопроса,Другое,2025,8,promoter
Казахстан Система Госзакупки,2025-08-28 07:48:59,КЗ Госзакупки ВИП,10,10,Другое,2025,8,promoter
Система Образование,2025-09-12 10:23:03,Образование ВИП,10,Все очень удобно и четко. Большая помощь вв работе,Поддержка/Эксперты,2025,9,promoter
Казахстан Система Госзакупки,2025-08-28 07:43:39,КЗ Госзакупки ВИП,6,хорошо,Положительный отзыв низкая оценка,2025,8,detractor
Система Завуч,2025-09-12 10:25:03,Завуч ВИП,10,хорошо,Общее удовлетворение,2025,9,promoter
Система Госфинансы,2025-09-12 10:32:43,Госфинансы Плюс ,10,Уже несколько лет пользуемся системой. Очень помогает в работе.,Ценность/ROI,2025,9,promoter
Система Госфинансы,2025-09-12 10:35:18,Госфинансы Плюс ,10,"Удобно, информативно, актуально",Платформа/Удобство,2025,9,promoter
А360,2025-09-12 10:36:10,Методист А360 методработа ,1,"В системе много ошибок. Например в документах за 2025 год, конкретно в примерном Положении о КТП, есть сочетание ""непосредственная образовательная деятельность"", хотя по ФОП ДО это сочетание не используется. Это один пример, по факту ошибок много во многих документах мной изученных.",Контент,2025,9,detractor
Система Образование,2025-09-12 10:49:47,Образование Плюс,10,все прекрасно,Другое,2025,9,promoter
Система Госфинансы,2025-09-12 10:50:33,Госфинансы ,10,10,Другое,2025,9,promoter
Система Завуч,2025-09-12 11:22:51,Завуч СуперВИП,10,"Отличный сервис, своевременно обновляются документы, экономит время",Контент/Материалы,2025,9,promoter
А360,2025-09-12 11:29:26,Промбез А360 ,10,"Хорошая подборка информации, помогает в работе.",Ценность/ROI,2025,9,promoter
Система Главбух,2025-09-12 11:36:59,БСС ВИП,2,"Это не стоит тех денег, что вы просите, за 2025 г. стоимость увеличилась на 10 тысяч, куча навязчивых звонков с вашей стороны",Звонки/спам,2025,9,detractor
Система Главбух,2025-09-12 11:39:43,БСС ВИП,10,"Рекомендую к использованию. Все, что надо бухгалтеру, находится в системе ""Главбух"".",Другое,2025,9,promoter
Система Образование,2025-09-12 11:46:51,Образование Плюс,10,"Очень полезная информация. Я очень довольна, что имею подписку на систему",Другое,2025,9,promoter
Система Юрист,2025-09-12 12:09:59,ЮСС,10,Отличные подборки материалов с хорошим инструментарием поиска,Контент/Материалы,2025,9,promoter
Система Главбух,2025-09-12 12:10:51,БСС ВИП,10,"все круто , удобно",Платформа/Удобство,2025,9,promoter
Система Главбух,2025-09-12 12:18:10,БСС Плюс,10,"Отличная система! Для бухгалтера всё понятно, с примерами, с проводками бухгалтерскими. На сложные вопросы можно получить индивидуальные ответы.",Общее удовлетворение,2025,9,promoter
Система Главбух,2025-09-12 12:24:10,БСС,10,Прекрасная система,Другое,2025,9,promoter
Система Культура,2025-09-12 13:13:20,Культура Плюс,10,10,Другое,2025,9,promoter
Система Юрист,2025-09-12 13:34:33,ЮСС Плюс,10,"Очень внимательные, всегда отвечают на поставленные вопросы, быстро, четко по существу",Другое,2025,9,promoter
Система Образование,2025-09-12 13:35:45,Образование ВИП,10,Юристов у нас нет. Поэтому ваша актуальная помощь неоценима.,Поддержка/Эксперты,2025,9,promoter
Система Главбух,2025-09-12 13:53:39,БСС Плюс,10,"Я не знаю, как бы я справилась без такой поддержки! СУПЕР! Респект!!!",Поддержка/Эксперты,2025,9,promoter
Система Госфинансы,2025-09-12 14:26:22,Госфинансы Плюс ,10,10,Другое,2025,9,promoter
Система Образование,2025-09-12 15:00:24,Образование ВИП,10,ппп,Другое,2025,9,promoter
Система Госфинансы,2025-09-12 15:16:44,Госфинансы Плюс ,10,Спасибо за своевременные и понятные разъяснения изменений.,Другое,2025,9,promoter
Казахстан Система Главбух,2025-08-27 13:28:12,КЗ Главбух Плюс,10,развернутые и быстрые ответы,Другое,2025,8,promoter
Узбекистан Система Главбух,2025-08-27 13:16:40,УЗ Главбух,0,не рекомендую,Общее недовольство,2025,8,detractor
Казахстан Система Главбух,2025-08-27 13:10:02,КЗ Главбух ВИП,10,отлично,Общее удовлетворение,2025,8,promoter
Система Главбух,2025-09-12 19:26:55,БСС ВИП,10,"Мне очень нравится ""Система Главбух"". Все документы, статьи, всё в доступе и днём, и ночью. Написано понятным для людей языком. Примеры для работы просто замечательные и понятные. Я рекомендовала своим знакомым эту систему. И ещё буду рекомендовать. Спасибо ""Актион-Пресс"" за создание такой системы!!!!",Контент/Материалы,2025,9,promoter
Система Главбух,2025-09-13 09:57:35,БСС упр,10,"точная, нужная, своевременная и достоверная информация",Другое,2025,9,promoter
Система Завуч,2025-09-13 12:55:41,Завуч,10,"Пользуюсь не первый, год. Все устраивает. Все документы всегда под рукой.",Контент/Материалы,2025,9,promoter
Система Завуч,2025-09-13 19:44:39,Завуч ВИП,10,"Данная система очень помогает в работе, есть рекомендации,шаблоны и другие методические материалы. Также можно обратиться к онлайн-помощнику- задать вопрос и вам обязательно ответят. Спасибо большое всей команде Системы Завуч!",Контент/Материалы,2025,9,promoter
Казахстан Система Главбух,2025-08-27 10:59:23,КЗ Главбух ВИП,10,"Мало новых вебинаров, качество ответов нужно улучшать. а то последние 10 ответов просто отписка.",Обучение/Развитие,2025,8,promoter
Система Консилиум,2025-09-14 18:13:45,Консилиум ВИП,10,отлично,Общее удовлетворение,2025,9,promoter
Система Охрана труда,2025-09-14 19:15:10,Охрана труда Плюс ,10,Отличная платформа для принятия информации. Спасибо!,Платформа/Удобство,2025,9,promoter
Система Главбух,2025-09-14 21:21:40,БСС ВИП,10,Хорошая система,Общее удовлетворение,2025,9,promoter
Система Образование,2025-09-15 04:17:02,Образование ВИП,9,имеются все необходимые документы для работы,Контент/Материалы,2025,9,promoter
Система Главный врач,2025-09-15 04:37:20,Главврач ВИП ,3,Есть полезная информация,Общее недовольство,2025,9,detractor
Система Главбух,2025-09-15 05:29:16,БСС ВИП,10,В системе Гарант всегда можно найти ответ на любой вопрос. Рекомендую однозначно,Другое,2025,9,promoter
Система Госфинансы,2025-09-15 05:51:37,Госфинансы Плюс ,10,легко и просто найти информацию,Другое,2025,9,promoter
Система Главбух,2025-09-15 06:24:36,БСС Плюс,10,все отлично,Общее удовлетворение,2025,9,promoter
Система Образование,2025-09-15 06:40:50,Образование Плюс,10,Отличная система. Удобный поиск,Платформа/Удобство,2025,9,promoter
Система Образование,2025-09-15 07:24:59,Образование Плюс,8,не могу сказать,Общее недовольство,2025,9,neutral
Казахстан Система Главбух,2025-08-27 09:19:00,КЗ Главбух Плюс,10,10,Другое,2025,8,promoter
Казахстан Система Главбух,2025-08-27 09:14:33,КЗ Главбух Плюс,10,Можно найти ответ на любой вопрос.,Другое,2025,8,promoter
Система Главбух,2025-09-15 08:21:17,БСС,10,вы -профессионалы !,Другое,2025,9,promoter
Система Главбух,2025-09-15 08:23:19,БСС упр,10,все нравится,Общее удовлетворение,2025,9,promoter
Система Охрана труда,2025-09-15 08:31:09,Охрана труда ВИП ,10,Отличная система,Общее удовлетворение,2025,9,promoter
Система Госфинансы,2025-09-15 08:35:33,Госфинансы Плюс ,10,ответы на большинство вопросов здесь,Другое,2025,9,promoter
Система Главбух,2025-09-15 08:37:41,БСС,10,10,Другое,2025,9,promoter
Казахстан Система Главбух,2025-08-27 08:00:05,КЗ Главбух Плюс,10,Отличная работа,Общее удовлетворение,2025,8,promoter
Система Охрана труда,2025-09-15 08:55:39,Охрана труда ВИП ,10,Информативно.,Другое,2025,9,promoter
Система Главбух,2025-09-15 08:59:40,БСС упр,10,есть ответы на все вопросы,Другое,2025,9,promoter
Система Госфинансы,2025-09-15 09:03:20,Госфинансы Плюс ,10,Всегда актуальная информация. Работа менеджеров на высоте.,Актуальность,2025,9,promoter
Казахстан Система Кадровое дело,2025-08-27 06:46:04,КЗ Кадровое дело Плюс,10,"Профессионально, оперативно!",Другое,2025,8,promoter
Система Завуч,2025-09-15 09:04:51,Завуч Плюс,10,"Всегда своевременная, четкая, доступная информация.",Другое,2025,9,promoter
Система Госфинансы,2025-09-15 09:08:51,Госфинансы ВИП ,10,коллегам обязательно по рекомендую систему,Другое,2025,9,promoter
Система Главбух,2025-09-15 09:09:45,БСС,7,"Все устраивает, кроме частых звонков с навязчивым сервисом.",Звонки/спам,2025,9,neutral
Система Завуч,2025-09-15 09:17:58,Завуч СуперВИП,10,"я восхищаюсь данной системой, только для школ мелких городов она дороговатая. Спасибо",Другое,2025,9,promoter
Система Главбух,2025-09-15 09:28:05,БСС ВИП,10,Мне нравится Ваши ответы .Они конкретны и подтверждены законодательством,Общее удовлетворение,2025,9,promoter
Казахстан Система Госзакупки,2025-08-26 21:49:47,КЗ Госзакупки ВИП,10,10,Другое,2025,8,promoter
Система Главбух,2025-09-15 09:44:10,БСС ВИП,10,Очень помогает в работе. Всегда   есть ответы на все  нужные  в работе бухгалтера вопросы.,Ценность/ROI,2025,9,promoter
Система Охрана труда,2025-09-15 10:21:26,Охрана труда ВИП ,10,Самый необходимый инструмент №1 для работы специалиста по охране труда,Другое,2025,9,promoter
Система Методист детского сада,2025-09-15 10:27:07,Методист ВИП ,10,Огромная благодарность!!!,Другое,2025,9,promoter
Система Главбух,2025-09-15 10:34:51,БСС ВИП,10,10,Другое,2025,9,promoter
Система Кадры,2025-09-15 10:49:40,КСС,10,"Отличная Система для кадрового работника, хорошо структурировнана, всегда можно быстро найти ответ на нужный вопрос.",Общее удовлетворение,2025,9,promoter
Система Кадры,2025-09-15 11:15:08,КСС ВИП,10,"Удобное пользование, много пояснений",Платформа/Удобство,2025,9,promoter
Система Госфинансы,2025-09-15 11:20:28,Госфинансы Плюс ,8,.,Общее недовольство,2025,9,neutral
Узбекистан Система Главбух узб,2025-08-26 14:46:48,УЗ Главбух узб,10,5,Другое,2025,8,promoter
Система Госфинансы,2025-09-15 11:27:52,Госфинансы Плюс ,10,"Всегда пользуюсь, спасибо за оперативную информацию",Другое,2025,9,promoter
Система Охрана труда,2025-09-15 11:43:03,Охрана труда ВИП ,2,непонятно,Общее недовольство,2025,9,detractor
Узбекистан Система Главбух,2025-08-26 14:15:10,УЗ Главбух,0,некому рекомендовать,Общее недовольство,2025,8,detractor
Система Госфинансы,2025-09-15 12:02:01,Госфинансы Плюс ,10,10,Другое,2025,9,promoter
Система Кадры,2025-09-15 12:17:15,КСС Плюс,10,актуальность,Актуальность,2025,9,promoter
Система Образование,2025-09-15 12:23:37,Образование мини,10,-,Другое,2025,9,promoter
Система Главбух,2025-09-15 12:34:21,БСС ВИП,10,Поддержка всегда рядом !!!,Поддержка/Эксперты,2025,9,promoter
Казахстан Система Главбух,2025-08-26 13:20:57,КЗ Главбух Плюс,10,10,Другое,2025,8,promoter
Система Образование,2025-09-15 12:51:25,Образование ВИП,10,Очень хорошая система,Общее удовлетворение,2025,9,promoter
Система Главбух,2025-09-15 13:00:35,БСС Плюс,10,Супер,Общее удовлетворение,2025,9,promoter
Система Юрист,2025-09-15 13:11:19,ЮСС Плюс,10,Все супер! Вы лучшие!!!!,Общее удовлетворение,2025,9,promoter
Казахстан Система Главбух,2025-08-26 12:32:25,КЗ Главбух ВИП,10,10,Другое,2025,8,promoter
Система Кадры,2025-09-15 14:04:27,КСС ВИП,6,"Кадровые вопросы в системе ""Бухгалтерия"" освещены более подробно, чем в системе""Кадры"" . Вопрос по организации работы по обработке, защите, хранению персональных данных сотрудников в системе ""кадры"" расписан только по кадровику, без ссылки на то, что в данной работе должны принимать участие , юристы, айтишники, бухгалтерия.",Общее недовольство,2025,9,detractor
Казахстан Система Образование,2025-08-26 11:59:17,КЗ Образование ВИП,10,"Я стараюсь рекомендовать эту систему своим коллегам,поэтому вероятность 10 баллов",Другое,2025,8,promoter
Система Госфинансы,2025-09-15 14:13:03,Госфинансы Плюс ,10,"Отличная система, много разъяснений, помощь",Поддержка/Эксперты,2025,9,promoter
Система Главбух,2025-09-15 14:14:08,БСС упр,10,Очень хорошая система. Всем рекомендую.,Общее удовлетворение,2025,9,promoter
Система Главбух,2025-09-15 14:22:47,БСС,10,"Оперативные изменения в Законодательстве РФ. Онлайн-помощник быстро находит ответы на все вопросы, очень удобно разработан рабочий стол для бухгалтера",Платформа/Удобство,2025,9,promoter
Система Главбух,2025-09-15 14:42:53,БСС упр,5,"и недешево и недорого, удобно",Цена,2025,9,detractor
Казахстан Система Госзакупки,2025-08-26 11:30:10,КЗ Госзакупки ВИП,10,норма,Другое,2025,8,promoter
Система Культура,2025-09-15 15:24:50,Культура ВИП,10,на почти всё актуальное по ведомству - есть ответы и документы,Контент/Материалы,2025,9,promoter
Система Главбух,2025-09-15 15:48:44,БСС упр,10,10,Другое,2025,9,promoter
Система Госфинансы,2025-09-15 16:17:25,Госфинансы ,0,дорого,Цена,2025,9,detractor
Система Главбух,2025-09-15 16:23:05,БСС упр,10,Самая лучшая система!,Другое,2025,9,promoter
Система Кадры,2025-09-15 17:23:42,КСС ВИП,10,Супер профессиональная система,Общее удовлетворение,2025,9,promoter
Система Госфинансы,2025-09-16 06:25:42,Госфинансы Плюс ,10,крутяк,Другое,2025,9,promoter
Система Главная медсестра,2025-09-16 06:54:45,Главмедсестра Плюс ,10,!!!,Другое,2025,9,promoter
Система Главбух,2025-09-16 07:07:21,БСС,10,"Удобный интерфейс, обширная, исчерпывающая  информация, Отлично!",Платформа/Удобство,2025,9,promoter
Казахстан Система Госзакупки,2025-08-26 09:01:01,КЗ Госзакупки ВИП,10,Очень удобная программа,Платформа/Удобство,2025,8,promoter
Система Главбух,2025-09-16 07:58:03,БСС Плюс,9,"Всё нравится, всё легко можно найти, получить консультацию ссылкой на статью. Но есть один минус, как только телефон попал в базу, начинаются звонки бесконечные, каждый день 2-3 раза.",Общее удовлетворение,2025,9,promoter
Система Кадры,2025-09-16 08:28:07,КСС Плюс,9,Добрый день. Очень хороший сайт. Можно много нового узнать и все вовремя. Все публикации обновляются.,Платформа/Удобство,2025,9,promoter
Система Госфинансы,2025-09-16 08:28:52,Госфинансы Плюс ,10,Самая лучшая справочная система для бухгалтера !!!,Другое,2025,9,promoter
Система Промбезопасность,2025-09-16 08:32:58,Промбез Плюс ,10,"Удобно для работы, вся нормативная актуальная база.",Контент/Материалы,2025,9,promoter
Узбекистан Система Главбух,2025-08-26 08:29:59,УЗ Главбух Плюс,4,O'zbek tilida materiallarni asosiy menyuda chiqarish kerak,Общее недовольство,2025,8,detractor
Система Методист детского сада,2025-09-16 08:34:09,Методист СуперВИП ,9,Много полезного и нужного материала для ДОО,Контент/Материалы,2025,9,promoter
Система Юрист,2025-09-16 08:52:48,ЮСС Плюс,10,"Хорошие консультации экспертов, полезные, со ссылками на судебную практику, возможность задавать дополнительные вопросы",Поддержка/Эксперты,2025,9,promoter
Казахстан Система Кадровое дело,2025-08-26 07:56:37,КЗ Кадровое дело Плюс,10,5,Другое,2025,8,promoter
А360,2025-09-16 09:22:07,Завуч А360 учеба,5,даты в документах не обновляются,Контент,2025,9,detractor
Система Культура,2025-09-16 09:22:09,Культура ВИП,10,отлично,Общее удовлетворение,2025,9,promoter
Система Промбезопасность,2025-09-16 09:25:15,Промбез ,10,Хорошая и доступная программа с шаблонами правовой базой и обновлениями отлично помогает в работе,Контент/Материалы,2025,9,promoter
Система Юрист,2025-09-16 09:27:34,ЮСС,10,"Удобная система, хорошее сопровождение.",Платформа/Удобство,2025,9,promoter
Узбекистан Система Главбух,2025-08-26 07:29:11,УЗ Главбух Плюс,3,нет обратной связи от службы технической поддержки,Поддержка,2025,8,detractor
Система Культура,2025-09-16 09:40:09,Культура ВИП,10,"Очень удобно! Эффективно, экономит массу времени и сил!",Платформа/Удобство,2025,9,promoter
Казахстан Система Госзакупки,2025-08-26 07:10:19,КЗ Госзакупки ВИП,10,ок,Другое,2025,8,promoter
Узбекистан Система Кадры,2025-08-26 07:06:23,УЗ Кадры,10,СУПЕР,Общее удовлетворение,2025,8,promoter
Система Госфинансы,2025-09-16 09:44:38,Госфинансы Плюс ,10,Всегда помогут. классные специалисты,Другое,2025,9,promoter
Система Охрана труда,2025-09-16 10:22:42,Охрана труда ВИП ,5,"С развитием ИИ, где можно узнать любую информацию, актуальность СОТ сильно отстает. ИИ дешевле и более доступен...",Общее недовольство,2025,9,detractor
Система Охрана труда,2025-09-16 10:26:38,Охрана труда БУ ,9,"система нравится, проста в использовании, можно найти ответ, практически, на любой вопрос, достаточно быстро. Хороший помощник в работе.",Общее удовлетворение,2025,9,promoter
Система Промбезопасность,2025-09-16 10:50:58,Промбез ,10,Можно очень быстро найти ответ даже на сложный вопрос,Другое,2025,9,promoter
Система Главная медсестра,2025-09-16 10:55:33,Главмедсестра Плюс ,10,Просто и доступно,Другое,2025,9,promoter
Система Главбух,2025-09-16 11:13:26,БСС упр,8,"Для меня не совсем удобный интерфейс, но , научившись пользоваться, можно получить много информации.",Платформа,2025,9,neutral
Система Главбух,2025-09-16 11:14:34,БСС ВИП,10,мы имеем огромную помощь от Системы Главбух,Поддержка/Эксперты,2025,9,promoter
Система Главбух,2025-09-16 11:15:19,БСС Плюс,10,Пользуюсь. Нравится. Рекомендую.,Общее удовлетворение,2025,9,promoter
Казахстан Система Образование,2025-08-25 20:51:26,КЗ Образование ВИП,10,Отличная помошь,Общее удовлетворение,2025,8,promoter
Система Методист детского сада,2025-09-16 11:32:18,Методист ВИП ,10,очень удобная платформа для работы,Платформа/Удобство,2025,9,promoter
Система Главная медсестра,2025-09-16 12:05:57,Главмедсестра Плюс ,10,ВЕСЬ МАТЕРИАЛ ПОНЯТЕН И ДОСТУПЕН!!!!,Контент/Материалы,2025,9,promoter
Система Методист детского сада,2025-09-16 12:22:10,Методист ВИП ,10,"очень нравится ""Система методист детского сада"", много полезного материала, хорошо помогает в работе",Контент/Материалы,2025,9,promoter
Система Методист детского сада,2025-09-16 13:14:27,Методист ,10,да рекомендую,Другое,2025,9,promoter
Казахстан Система Госзакупки,2025-08-25 15:54:21,КЗ Госзакупки ВИП,10,Ответы всегда понятны и развернуты.,Другое,2025,8,promoter
Система Охрана труда,2025-09-16 13:45:48,Охрана труда Плюс ,10,удобная и полезная  система,Платформа/Удобство,2025,9,promoter
Система Охрана труда,2025-09-16 14:20:43,Охрана труда ,10,Есть все ответы на вопросы,Другое,2025,9,promoter
Система Госфинансы,2025-09-16 14:25:27,Госфинансы ВИП ,10,10,Другое,2025,9,promoter
Система Главбух,2025-09-16 14:33:35,БСС ВИП,8,"Система отличная, но очень много мешающих работе почтовых рассылок",Положительный отзыв низкая оценка,2025,9,neutral
Система Главбух,2025-09-16 14:37:00,БСС Плюс,10,"Хороший помощник  в работе бухгалтера. Ответ на любой вопрос, а также текущие изменения в законодательстве, включая  документы по ведению бухгалтерского учета можно получить оперативно. Очень удобно пользоваться справочниками.",Контент/Материалы,2025,9,promoter
А360,2025-09-16 14:40:25,Завуч А360 педработа,10,"нужно знать, чтобы эффективно работать",Другое,2025,9,promoter
Система Кадры,2025-09-16 15:18:05,КСС,9,9,Другое,2025,9,promoter
Система Главбух,2025-09-16 15:19:35,БСС Плюс,10,Хорошо,Общее удовлетворение,2025,9,promoter
Система Главная медсестра,2025-09-16 15:27:04,Главмедсестра ,8,"Система ""Главная медицинская сестра"" очень полезная в нашей работе. уже 2 года пользуюсь .Большое спасибо авторам.",Общее недовольство,2025,9,neutral
Казахстан Система Госзакупки,2025-08-25 14:40:41,КЗ Госзакупки ВИП,10,Много полезной информации. По возникающим вопросам эксперты  отвечают быстро.,Поддержка/Эксперты,2025,8,promoter
Система Главбух,2025-09-16 16:01:19,БСС Плюс,6,"системой пользуются бухгалтера.  по оценкам экспертов 95-98% бух.  в своей работе используют  1С.  Если в данной системе будет решение различных операций в 1С  прямо на конкретных документах, то почти вся бухгалтерская аудитория Ваша.",Поддержка,2025,9,detractor
Система Главбух,2025-09-16 16:51:16,БСС Плюс,10,1,Другое,2025,9,promoter
Казахстан Система Госзакупки,2025-08-25 14:22:16,КЗ Госзакупки ВИП,10,+++,Другое,2025,8,promoter
Казахстан Система Образование,2025-08-25 14:05:42,КЗ Образование ВИП,10,10,Другое,2025,8,promoter
Казахстан Система Кадровое дело,2025-08-25 13:51:09,КЗ Кадровое дело ВИП,10,10,Другое,2025,8,promoter
Система Госфинансы,2025-09-17 03:33:08,Госфинансы Плюс ,10,Супер,Общее удовлетворение,2025,9,promoter
Казахстан Система Главбух,2025-08-25 13:42:56,КЗ Главбух ВИП,10,Всегда можно получить ответ на интересующий вопрос,Другое,2025,8,promoter
Система Образование,2025-09-17 05:18:59,Образование ВИП,10,Все можно здесь найти и очень компетентные консультанты.,Поддержка/Эксперты,2025,9,promoter
Система Охрана труда,2025-09-17 06:20:49,Охрана труда БУ ,10,много полезной информации,Другое,2025,9,promoter
Система Охрана труда,2025-09-17 06:25:03,Охрана труда ВИП ,10,Необходимо с вами общаться,Другое,2025,9,promoter
А360,2025-09-17 06:40:10,Экология А360 ,1,Не удобная система в использовании . Не все нужные документы есть.  Техэксперт и норма CS в разы удобнее,Поддержка,2025,9,detractor
Казахстан Система Медицина,2025-08-25 13:07:25,КЗ Медицина ВИП,10,10,Другое,2025,8,promoter
Система Госфинансы,2025-09-17 07:54:03,Госфинансы ВИП ,10,+,Другое,2025,9,promoter
Система Госфинансы,2025-09-17 08:14:02,Госфинансы ВИП ,10,"Прекрасная база, хорошая тех.поддержка и замечательный ""Онлайн-помощник""",Контент/Материалы,2025,9,promoter
Казахстан Система Госзакупки,2025-08-25 12:50:10,КЗ Госзакупки ВИП,1,"отвечают ссылками, точного ответа, алгоритма ваших действий нет. были ответы, которые были ошибочными, т.е. нужно перепроверять. не очень удобно. мы как заказчики подписались по тарифу VIP",Общее недовольство,2025,8,detractor
Система Главная медсестра,2025-09-17 08:32:34,Главмедсестра ВИП ,5,Стоимость,Цена,2025,9,detractor
Система Образование,2025-09-17 08:36:57,Образование Плюс,10,много материалов и шаблонов с примерами,Контент/Материалы,2025,9,promoter
Система Госфинансы,2025-09-17 08:55:08,Госфинансы Плюс ,10,Мне все нравиться!,Другое,2025,9,promoter
Система Госфинансы,2025-09-17 09:11:00,Госфинансы Плюс ,1,нет нужной информации вообще,Общее недовольство,2025,9,detractor
Система Госзаказ,2025-09-17 09:37:52,Госзаказ ВИП ,10,все отлично,Общее удовлетворение,2025,9,promoter
Система Госзаказ,2025-09-17 09:38:08,Госзаказ ВИП ,9,"Как обычно, у ""конкурентов"" может появиться то, чего нет в системе. Анализируем, сравниваем, думаем.",Другое,2025,9,promoter
Система Главбух,2025-09-17 09:47:59,БСС ВИП,10,"все удобно, быстро можно найти любую информацию",Платформа/Удобство,2025,9,promoter
Казахстан Система Кадровое дело,2025-08-25 11:58:16,КЗ Кадровое дело опт,10,все нравится,Общее удовлетворение,2025,8,promoter
Система Образование,2025-09-17 09:53:11,Образование ВИП,10,"Актуальная информация, проверенные данные, универсальные шаблоны. Возможность получить консультацию по любым вопросам, получив компетентный ответ.",Контент/Материалы,2025,9,promoter
Система Культура,2025-09-17 10:26:23,Культура ВИП,10,"Актуальность, доступность, предлагаемого материала по интересующим меня вопросам. Спасибо!",Контент/Материалы,2025,9,promoter
Система Главная медсестра,2025-09-17 10:40:40,Главмедсестра ВИП ,6,устаревшие нормативные акты,Общее недовольство,2025,9,detractor
Система Образование,2025-09-17 10:52:16,Образование ВИП,10,чень удобная и полезная информация,Платформа/Удобство,2025,9,promoter
Система Методист детского сада,2025-09-17 10:52:52,Методист Плюс ,10,отличный сайт,Платформа/Удобство,2025,9,promoter
Узбекистан Система Главбух,2025-08-25 11:25:06,УЗ Главбух,10,Можно найти ответ на любой вопрос,Другое,2025,8,promoter
Система Завуч,2025-09-17 11:00:39,Завуч Плюс,10,очень к стати вещь,Другое,2025,9,promoter
Система Управление МКД,2025-09-17 11:08:02,УМД ВИП,4,Ответы экспертов не всегда верны,Поддержка,2025,9,detractor
Система Генеральный Директор,2025-09-17 11:22:05,ГенДир,7,Система очень интересная. Но раздражает настойчивость клиентской службы.,Общее недовольство,2025,9,neutral
Система Образование,2025-09-17 11:27:02,Образование ВИП,10,10,Другое,2025,9,promoter
Система Главбух,2025-09-17 12:01:19,БСС,0,"отвратительное отношение, код активации регулярно пропадает",Общее недовольство,2025,9,detractor
Система Госфинансы,2025-09-17 12:01:46,Госфинансы ,10,10,Другое,2025,9,promoter
Система Главная медсестра,2025-09-17 12:13:34,Главмедсестра Плюс ,10,Система Главная медсестра - хороший помощник в работе.,Общее удовлетворение,2025,9,promoter
Система Завуч,2025-09-17 12:22:11,Завуч Плюс,10,Спасибо коллективу.,Другое,2025,9,promoter
Система Главбух,2025-09-17 13:07:17,БСС упр,10,очень удобно,Платформа/Удобство,2025,9,promoter
Система Госзаказ,2025-09-17 13:10:31,Госзаказ Плюс ,10,"Электронной системой Госзаказ пользуемся уже много лет, всегда актуальная информация, изложение материала в очень удобной, доступной и интересной форме, имеются разные онлайн расчетчики (НМЦК, штрафных санкций), огромное количество образцов документов, которые необходимо разработать в связи с требованиями законов, помощники всегда на связи, отвечают моментально (3 минуты и ответ готов), ответы экспертов в течение суток. Система оправдывает себя на все 100%, надежный помощник и учитель. Всем закупщикам рекомендую.",Контент/Материалы,2025,9,promoter
Система Экономика ЛПУ,2025-09-17 13:55:43,ЭЛПУ Плюс,7,большинство нет нужных информаций,Общее недовольство,2025,9,neutral
Система Главбух,2025-09-17 13:56:30,БСС ВИП,10,"Функциональная , многогранная помощь в работе!",Поддержка/Эксперты,2025,9,promoter
Система Образование,2025-09-17 13:57:40,Образование мини,10,Все очень понятно и доступно,Другое,2025,9,promoter
